life_expectancy,adult_mortality,bmi,hiv_aids,income_comp_res,schooling
73.9,151.0,41.3,0.1,0.7070000000000001,12.8
76.3,75.0,21.2,0.1,0.6509999999999999,11.8
82.0,94.0,57.0,0.1,0.857,15.5
76.8,92.0,54.2,0.1,0.728,13.9
67.6,226.0,47.6,0.1,0.5823099263112267,11.219255733448723
73.8,121.0,49.4,0.1,0.644,11.5
68.6,29.0,56.6,0.1,0.698,14.2
59.1,39.0,3.6,3.7,0.405,4.3
69.6,162.0,39.9,0.2,0.622,11.3
67.3,218.0,19.6,0.1,0.636,11.6
72.6,144.0,46.7,0.4,0.6859999999999999,13.9
62.0,214.0,27.4,1.2,0.484,7.6
56.9,368.0,22.3,5.5,0.507,9.6
81.1,72.0,3.0,0.1,0.5823099263112267,11.219255733448723
62.0,266.0,25.0,1.5,0.406,9.5
57.9,286.0,22.9,2.8,0.38299999999999995,9.9
54.0,429.0,18.1,15.9,0.332,7.0
69.9,185.0,4.2,0.3,0.767,12.4
76.4,119.0,6.1,0.1,0.77,15.7
67.6,228.0,46.8,0.1,0.5823099263112267,11.219255733448723
66.3,25.0,46.9,0.1,0.693,14.3
62.0,285.0,45.7,1.0,0.494,9.9
68.4,256.0,57.5,0.2,0.773,13.7
81.7,61.0,63.0,0.1,0.878,15.7
69.2,231.0,58.0,0.3,0.7340000000000001,14.9
68.7,174.0,19.6,0.2,0.5579999999999999,10.9
61.4,223.0,18.9,0.5,0.345,5.3
71.4,162.0,68.9,0.1,0.665,12.4
76.3,116.0,62.8,0.1,0.826,17.3
68.9,25.0,51.1,0.6,0.672,11.3
75.2,133.0,14.0,0.1,0.647,11.9
63.5,241.0,35.0,2.1,0.47,6.3
61.0,255.0,2.6,0.1,0.461,10.2
74.9,97.0,64.9,0.1,0.7659999999999999,13.3
70.0,177.0,5.1,0.2,0.705,12.8
72.9,112.0,48.1,0.1,0.6459999999999999,12.8
74.7,142.0,45.2,0.1,0.735,13.0
77.0,144.0,56.5,0.1,0.649,10.4
54.0,329.0,21.5,3.2,0.335,10.2
67.5,19.0,3.9,0.2,0.565,11.2
72.0,18.0,65.6,0.1,0.64,12.1
48.0,473.0,2.9,6.7,0.5823099263112267,11.219255733448723
74.0,146.0,5.2,0.2,0.6920000000000001,12.3
62.8,32.0,54.2,0.1,0.645,12.5
49.4,394.0,16.1,4.9,0.306,5.7
53.1,329.0,22.4,0.8,0.5823099263112267,11.219255733448723
73.9,126.0,49.2,0.1,0.7140000000000001,12.6
73.5,133.0,75.2,0.1,0.718,14.3
49.6,365.0,2.4,2.5,0.488,9.0
68.4,162.0,44.7,0.1,0.675,11.2
66.4,196.0,15.9,0.2,0.569,10.4
74.9,135.0,12.9,0.2,0.633,11.6
72.3,178.0,49.3,1.8,0.677,12.6
61.5,24.0,15.5,0.2,0.503,9.0
67.7,267.0,56.8,0.8,0.716,14.7
77.8,74.0,58.0,0.1,0.762,14.2
68.5,166.0,28.7,0.1,0.5823099263112267,11.219255733448723
73.3,98.0,62.4,0.1,0.779,12.8
71.2,188.0,44.1,2.5,0.6559999999999999,12.3
59.4,338.0,23.3,4.3,0.527,10.0
72.1,168.0,28.0,0.1,0.7040000000000001,13.0
73.2,133.0,51.3,0.1,0.7340000000000001,12.8
72.6,125.0,52.7,0.1,0.0,11.7
73.9,128.0,48.6,0.1,0.703,12.2
55.5,281.0,18.8,2.1,0.395,6.6
59.0,251.0,18.7,0.7,0.401,5.9
74.1,155.0,29.0,0.2,0.72,13.3
56.5,285.0,2.5,2.1,0.43,8.5
71.6,135.0,55.9,0.1,0.6679999999999999,11.9
64.3,235.0,19.0,0.4,0.506,10.2
74.6,82.0,7.8,0.1,0.787,13.0
79.3,99.0,56.4,0.1,0.852,15.4
64.0,267.0,15.4,0.6,0.466,8.7
68.3,196.0,4.8,0.3,0.6679999999999999,11.7
74.7,19.0,27.0,0.1,0.8190000000000001,13.4
75.4,131.0,14.7,0.1,0.655,12.0
72.3,161.0,43.5,0.2,0.648,12.1
72.2,171.0,38.4,0.2,0.684,12.4
47.6,44.0,13.9,4.6,0.0,4.7
63.0,268.0,13.1,1.9,0.445,9.3
81.5,68.0,64.7,0.1,0.903,15.9
57.4,39.0,2.1,3.5,0.485,8.0
74.2,111.0,56.4,0.1,0.7140000000000001,12.2
58.5,288.0,22.2,3.1,0.42,8.4
72.9,133.0,61.8,0.1,0.706,13.7
55.6,283.0,19.2,2.1,0.40700000000000003,7.3
71.7,194.0,51.4,0.3,0.659,13.4
74.1,16.0,53.6,0.1,0.735,12.9
57.6,328.0,15.9,6.2,0.40399999999999997,9.3
58.7,276.0,14.3,0.7,0.456,8.2
72.1,129.0,55.5,0.1,0.7120000000000001,13.0
69.0,155.0,45.7,0.1,0.53,8.5
65.7,194.0,21.7,0.2,0.5820000000000001,10.8
65.2,211.0,19.1,0.6,0.504,8.5
77.8,118.0,57.8,0.1,0.785,13.0
54.7,327.0,18.5,2.7,0.34600000000000003,6.6
74.9,17.0,57.9,0.1,0.735,12.9
65.6,217.0,45.0,0.1,0.665,10.6
64.1,225.0,35.43532608695652,0.3,0.488,7.2
77.7,19.0,51.3,0.1,0.6920000000000001,12.5
58.8,343.0,13.3,1.9,0.0,4.7
68.0,184.0,18.1,0.2,0.607,11.6
73.8,124.0,51.3,0.1,0.648,11.8
58.4,259.0,22.5,1.6,0.44799999999999995,9.3
57.3,295.0,14.7,0.1,0.405,8.1
57.3,397.0,4.1,21.3,0.635,13.0
52.0,415.0,26.2,2.9,0.5823099263112267,11.219255733448723
67.2,229.0,39.0,0.1,0.618,12.6
61.9,249.0,32.7,0.1,0.457,8.2
58.2,252.0,17.3,0.9,0.312,4.5
68.5,211.0,25.4,0.1,0.679,11.7
73.2,96.0,64.0,0.1,0.7859999999999999,14.1
71.0,177.0,25.3,0.1,0.667,12.1
74.5,141.0,2.5,0.1,0.746,13.6
62.1,298.0,16.0,0.9,0.40399999999999997,5.1
52.0,46.0,16.8,12.1,0.5823099263112267,11.219255733448723
73.8,132.0,33.4,0.1,0.747,12.5
49.8,37.0,15.6,2.5,0.29100000000000004,4.4
72.1,167.0,47.5,0.3,0.7040000000000001,13.3
72.5,177.0,22.6,0.5,0.682,12.0
67.4,186.0,17.6,0.3,0.54,10.7
52.4,336.0,22.0,0.8,0.5823099263112267,11.219255733448723
73.6,134.0,31.6,0.1,0.732,12.7
79.4,96.0,58.5,0.1,0.762,13.7
81.7,68.0,3.8,0.1,0.5823099263112267,11.219255733448723
65.8,248.0,35.7,2.1,0.637,11.7
59.4,287.0,23.1,1.5,0.47,12.0
50.0,587.0,29.0,18.1,0.419,9.9
74.2,17.0,54.1,0.1,0.7909999999999999,11.8
74.1,9.0,65.6,0.1,0.818,14.5
68.0,247.0,54.4,0.1,0.675,13.1
66.1,232.0,34.1,2.5,0.625,11.6
55.0,438.0,3.2,15.7,0.526,11.2
74.6,12.0,53.9,0.1,0.695,14.3
67.11146523178809,182.8331953642384,77.3,0.1,0.5823099263112267,11.219255733448723
72.6,154.0,43.9,0.1,0.0,15.8
58.1,345.0,12.8,2.0,0.0,4.3
71.0,146.0,31.8,0.1,0.5823099263112267,11.219255733448723
74.4,88.0,67.3,0.1,0.841,15.8
67.7,221.0,4.4,0.2,0.539,8.2
69.3,198.0,49.9,0.2,0.649,13.8
73.6,148.0,47.9,0.1,0.679,12.3
69.2,177.0,5.5,0.1,0.514,9.6
72.8,135.0,45.3,0.1,0.596,10.2
53.6,395.0,24.4,7.0,0.456,8.0
52.8,35.0,18.5,4.1,0.0,7.1
68.3,185.0,23.8,0.3,0.662,12.3
64.6,177.0,2.6,0.1,0.513,7.3
73.0,15.0,44.9,0.1,0.66,11.6
75.4,89.0,55.8,0.1,0.823,12.8
74.8,12.0,56.5,0.1,0.71,14.4
74.1,137.0,54.0,0.1,0.764,15.0
62.5,251.0,43.0,2.0,0.466,8.5
73.9,157.0,52.4,0.1,0.63,11.5
63.1,238.0,12.4,0.1,0.447,8.6
74.1,147.0,32.3,0.1,0.765,14.7
74.2,134.0,49.5,0.4,0.693,13.0
73.4,117.0,61.7,0.1,0.7390000000000001,13.2
72.0,198.0,53.1,0.1,0.7929999999999999,15.0
74.5,147.0,5.9,0.1,0.62,11.5
57.8,272.0,23.2,1.6,0.43,8.2
78.9,9.0,58.7,0.1,0.797,14.8
76.4,89.0,3.1,0.1,0.828,13.7
67.2,183.0,36.4,0.3,0.607,11.3
71.3,178.0,56.3,0.9,0.708,12.7
48.3,426.0,13.2,8.5,0.318,6.6
51.9,428.0,14.4,18.1,0.44799999999999995,8.4
54.3,288.0,18.5,1.8,0.35,6.1
63.5,276.0,34.6,4.9,0.669,12.5
50.0,51.0,28.5,40.7,0.508,10.5
68.0,314.0,23.9,4.0,0.545,10.3
74.5,143.0,21.2,0.1,0.752,13.7
74.0,133.0,5.2,0.3,0.696,13.2
64.9,213.0,72.1,0.1,0.0,12.2
76.1,16.0,61.8,0.1,0.804,15.1
46.0,63.0,27.8,49.1,0.495,9.7
71.3,161.0,6.9,0.1,0.7559999999999999,14.0
76.0,98.0,52.1,0.1,0.71,13.1
73.9,153.0,47.6,0.4,0.611,11.7
63.0,189.0,16.9,0.1,0.45,5.4
59.7,278.0,35.43532608695652,0.2,0.415,5.7
64.9,321.0,55.0,0.3,0.741,13.6
59.7,272.0,24.5,1.8,0.40299999999999997,9.6
76.3,123.0,61.5,0.1,0.748,12.7
46.4,587.0,26.7,49.9,0.502,9.2
58.9,296.0,22.4,3.1,0.499,8.1
59.8,296.0,3.9,3.5,0.41600000000000004,4.5
58.0,437.0,22.1,4.5,0.345,7.1
48.2,632.0,28.6,20.5,0.42100000000000004,9.7
77.3,121.0,54.9,0.1,0.758,12.9
63.0,252.0,34.4,2.1,0.467,6.3
69.9,29.0,47.8,0.3,0.628,12.0
66.0,2.0,15.4,0.2,0.563,10.5
68.6,178.0,52.3,0.1,0.621,11.3
74.2,13.0,53.6,0.1,0.7490000000000001,13.4
74.1,96.0,57.5,0.1,0.64,12.1
78.1,69.0,68.4,0.1,0.8540000000000001,13.4
46.6,67.0,28.2,23.7,0.414,9.6
71.9,131.0,54.8,0.1,0.706,12.7
73.9,158.0,61.5,0.1,0.7709999999999999,14.2
68.0,178.0,16.4,0.2,0.515,11.1
76.7,122.0,63.5,0.1,0.758,13.3
74.4,149.0,4.8,0.1,0.0,0.0
59.5,272.0,17.3,0.1,0.0,8.2
73.6,89.0,66.7,0.1,0.787,14.1
61.5,253.0,13.5,1.7,0.45799999999999996,9.7
53.5,323.0,16.5,2.1,0.5823099263112267,11.219255733448723
69.8,172.0,55.5,0.1,0.6509999999999999,11.9
45.1,615.0,15.5,23.4,0.366,10.0
63.2,23.0,23.7,0.8,0.49700000000000005,11.1
49.3,554.0,18.4,17.0,0.467,10.7
73.1,12.0,59.4,0.1,0.754,12.3
72.8,142.0,72.7,0.1,0.7070000000000001,14.4
72.4,129.0,57.6,0.1,0.6809999999999999,11.9
72.7,135.0,44.6,0.1,0.589,10.1
47.7,49.0,17.8,5.3,0.0,7.7
63.4,225.0,22.2,1.6,0.504,9.7
67.11146523178809,182.8331953642384,35.43532608695652,0.1,0.5823099263112267,11.219255733448723
59.3,33.0,35.6,4.8,0.444,8.0
66.0,259.0,2.1,0.1,0.45899999999999996,10.0
54.3,369.0,35.43532608695652,4.2,0.0,0.0
66.1,2.0,77.1,0.1,0.597,11.9
77.0,79.0,65.6,0.1,0.828,11.8
66.0,217.0,45.9,0.3,0.636,10.3
68.2,261.0,57.0,0.3,0.7759999999999999,14.0
72.8,126.0,58.5,0.1,0.687,11.9
55.0,355.0,17.8,0.8,0.5823099263112267,11.219255733448723
71.4,192.0,2.2,0.7,0.657,11.5
74.2,98.0,24.9,0.1,0.6459999999999999,11.0
68.0,299.0,41.9,1.5,0.45399999999999996,8.2
68.1,227.0,5.4,0.1,0.72,14.7
73.0,134.0,46.0,0.1,0.599,10.3
73.9,157.0,51.7,0.1,0.625,11.5
63.8,241.0,18.5,0.4,0.504,10.2
73.7,123.0,48.5,0.1,0.636,11.4
74.7,18.0,57.4,0.1,0.732,13.0
74.4,123.0,53.3,0.1,0.736,12.7
72.6,171.0,41.6,2.2,0.682,11.4
72.5,162.0,49.3,0.1,0.711,13.3
67.9,199.0,58.5,0.1,0.6579999999999999,10.1
81.0,72.0,63.6,0.1,0.898,15.9
68.9,179.0,26.5,0.3,0.682,12.9
73.5,11.0,23.4,0.1,0.622,10.2
73.0,188.0,55.9,0.1,0.8220000000000001,16.1
65.2,182.0,32.5,0.3,0.5529999999999999,10.1
72.5,163.0,42.8,0.9,0.5770000000000001,10.6
52.3,52.0,3.2,10.5,0.469,11.0
54.1,441.0,18.0,11.2,0.444,10.6
73.8,132.0,52.0,0.1,0.738,13.3
66.8,29.0,52.5,0.1,0.628,10.1
51.3,485.0,14.2,8.9,0.42700000000000005,11.6
74.6,116.0,47.6,0.1,0.0,0.0
73.7,16.0,26.8,0.3,0.706,13.0
63.7,183.0,18.4,0.1,0.474,5.6
62.1,234.0,16.1,0.2,0.509,9.0
58.0,325.0,29.4,4.2,0.37799999999999995,3.5
58.0,312.0,17.1,1.2,0.39299999999999996,10.3
59.3,251.0,24.1,1.3,0.45799999999999996,10.0
57.0,37.0,16.7,4.4,0.34299999999999997,6.3
57.5,427.0,34.2,12.7,0.6459999999999999,12.1
76.0,147.0,57.2,0.1,0.6559999999999999,10.5
76.9,79.0,36.2,0.1,0.845,14.2
72.4,18.0,33.5,0.1,0.74,13.2
75.4,1.0,53.7,0.1,0.7929999999999999,15.3
72.0,176.0,43.1,2.5,0.6509999999999999,12.2
51.5,333.0,2.4,3.1,0.386,10.5
81.8,61.0,63.4,0.1,0.883,15.8
69.4,184.0,44.4,0.6,0.6920000000000001,12.3
71.9,168.0,27.5,0.1,0.696,12.8
73.7,127.0,52.3,0.1,0.65,11.7
73.4,15.0,47.1,0.1,0.675,12.3
68.5,21.0,4.1,0.1,0.629,12.4
57.9,278.0,19.6,1.6,0.5823099263112267,11.219255733448723
76.8,127.0,53.4,0.1,0.755,12.8
73.2,136.0,73.4,0.1,0.698,12.9
52.1,425.0,19.3,14.1,0.36,8.2
72.2,185.0,3.7,0.1,0.728,13.1
68.5,211.0,55.9,0.1,0.695,14.0
62.2,212.0,28.1,1.2,0.48700000000000004,7.7
71.1,146.0,54.0,0.1,0.736,15.8
61.8,279.0,23.8,1.4,0.5823099263112267,11.219255733448723
56.0,371.0,2.7,3.1,0.376,10.4
62.0,248.0,35.43532608695652,0.3,0.456,6.8
62.9,234.0,13.9,1.4,0.47,10.0
68.2,21.0,41.4,0.4,0.677,11.8
71.2,194.0,46.4,0.3,0.5920000000000001,11.0
64.0,266.0,17.5,0.5,0.414,5.0
48.1,463.0,23.8,0.6,0.426,9.5
75.4,18.0,51.5,0.1,0.782,12.4
75.6,13.0,15.3,0.1,0.662,12.2
69.7,161.0,4.7,0.2,0.625,11.3
56.0,429.0,4.9,24.0,0.629,13.0
52.1,518.0,31.4,9.6,0.484,11.1
64.3,22.0,12.9,0.1,0.457,9.2
74.5,153.0,31.3,0.1,0.733,13.6
57.1,289.0,23.7,5.7,0.41,9.0
81.1,76.0,62.1,0.1,0.893,17.0
65.6,22.0,45.9,0.1,0.672,10.7
72.7,166.0,29.7,0.1,0.728,13.6
55.0,471.0,26.5,24.7,0.5539999999999999,11.7
73.2,152.0,46.4,0.1,0.664,12.4
45.3,45.0,2.2,2.2,0.35700000000000004,8.2
77.0,25.0,59.6,0.2,0.7390000000000001,15.1
63.2,231.0,15.2,0.5,0.445,7.7
67.9,189.0,22.1,0.3,0.645,11.7
51.9,434.0,14.7,16.9,0.447,8.4
48.6,438.0,13.7,8.1,0.332,7.1
68.8,199.0,4.7,0.1,0.631,12.2
54.7,483.0,27.2,24.0,0.5589999999999999,11.7
79.3,96.0,59.0,0.1,0.873,17.2
63.3,248.0,4.7,0.1,0.0,10.3
58.9,35.0,34.8,5.0,0.44299999999999995,7.9
71.2,138.0,55.1,0.1,0.6579999999999999,11.5
82.2,6.0,64.6,0.1,0.895,16.0
74.3,15.0,49.3,0.4,0.614,11.6
75.7,129.0,16.0,0.1,0.6679999999999999,12.3
67.2,217.0,19.2,0.1,0.631,11.6
67.5,277.0,57.2,0.7,0.723,14.8
61.8,22.0,19.3,0.4,0.35100000000000003,5.4
73.9,87.0,67.9,0.1,0.7879999999999999,13.6
72.8,159.0,51.2,0.1,0.713,13.3
65.7,224.0,41.3,0.1,0.499,9.0
55.4,355.0,35.43532608695652,3.9,0.429,4.9
75.4,124.0,56.3,0.1,0.746,14.7
71.9,166.0,41.2,1.4,0.5660000000000001,10.3
78.0,98.0,57.7,0.1,0.784,17.6
62.6,249.0,16.0,1.4,0.41100000000000003,8.2
51.2,341.0,19.4,0.9,0.5823099263112267,11.219255733448723
66.2,227.0,38.7,0.1,0.442,6.6
57.0,352.0,18.2,0.8,0.5823099263112267,11.219255733448723
63.1,226.0,21.7,1.4,0.501,9.6
47.9,461.0,19.4,7.1,0.5823099263112267,11.219255733448723
56.0,347.0,35.43532608695652,3.8,0.419,4.9
72.7,138.0,64.8,0.1,0.7190000000000001,13.4
72.3,14.0,47.9,0.1,0.6729999999999999,11.7
74.8,143.0,57.9,0.1,0.7240000000000001,13.6
65.1,226.0,45.4,0.2,0.62,14.6
62.7,241.0,35.43532608695652,0.3,0.46299999999999997,7.0
46.5,391.0,16.3,2.3,0.401,5.5
56.9,436.0,33.7,13.4,0.63,12.1
46.0,699.0,31.1,34.6,0.5579999999999999,11.9
68.0,282.0,17.1,3.7,0.43799999999999994,10.4
51.7,348.0,22.7,2.0,0.527,11.4
73.8,14.0,51.5,0.3,0.706,13.3
54.9,464.0,29.9,13.3,0.452,10.1
61.5,25.0,32.2,0.1,0.45,8.0
68.8,219.0,5.4,0.1,0.5823099263112267,11.219255733448723
58.9,373.0,32.3,7.1,0.541,11.4
73.3,181.0,55.4,0.2,0.6759999999999999,13.2
51.3,346.0,14.9,2.5,0.5823099263112267,11.219255733448723
73.7,133.0,32.5,0.1,0.736,12.3
75.2,83.0,55.6,0.1,0.8029999999999999,13.9
74.9,156.0,57.1,0.1,0.836,16.1
74.4,167.0,59.4,0.1,0.79,12.5
78.0,1.0,48.3,0.1,0.715,12.1
73.1,16.0,39.6,0.2,0.6890000000000001,12.2
82.2,79.0,62.0,0.1,0.89,16.2
74.6,147.0,51.0,0.3,0.623,11.2
63.8,263.0,39.8,0.1,0.599,10.1
73.9,99.0,24.1,0.1,0.634,10.6
63.0,275.0,24.2,2.2,0.53,9.8
76.5,118.0,62.3,0.1,0.784,15.5
76.5,127.0,52.7,0.1,0.75,12.8
63.1,223.0,17.3,0.2,0.525,9.4
63.3,229.0,38.7,0.1,0.0,10.2
79.6,95.0,6.5,0.1,0.775,14.2
54.6,339.0,16.6,5.1,0.425,9.3
77.5,1.0,46.4,0.1,0.708,11.7
78.8,13.0,54.6,0.1,0.8440000000000001,15.7
75.3,115.0,59.1,0.1,0.787,15.0
79.8,77.0,28.2,0.1,0.5823099263112267,11.219255733448723
74.2,144.0,55.0,0.1,0.7,13.0
73.7,17.0,5.6,0.1,0.667,13.5
58.8,284.0,22.2,1.0,0.406,8.5
73.1,135.0,51.7,0.1,0.7090000000000001,13.1
54.0,363.0,13.2,4.4,0.306,5.2
56.5,426.0,25.1,23.9,0.556,11.7
76.1,124.0,6.8,0.1,0.745,12.6
75.0,175.0,66.5,0.1,0.645,12.0
65.6,229.0,43.2,0.4,0.624,10.3
68.5,165.0,27.7,0.1,0.5823099263112267,11.219255733448723
72.0,132.0,56.8,0.1,0.675,12.0
51.3,385.0,13.0,5.3,0.268,4.5
71.8,134.0,24.3,0.8,0.5820000000000001,11.2
58.3,34.0,21.8,3.2,0.491,7.7
68.0,266.0,26.7,1.7,0.449,8.9
72.8,18.0,47.9,0.1,0.674,10.7
64.6,239.0,19.5,0.7,0.475,10.5
75.8,19.0,6.7,0.1,0.799,15.1
63.0,328.0,22.3,4.8,0.565,12.5
51.9,387.0,13.5,5.1,0.276,4.7
74.0,143.0,53.5,0.1,0.6409999999999999,10.7
76.3,87.0,63.3,0.1,0.809,12.6
71.0,147.0,53.4,0.1,0.732,15.7
73.1,119.0,6.1,0.1,0.7390000000000001,13.6
63.2,235.0,35.43532608695652,0.3,0.46799999999999997,6.8
74.1,149.0,42.2,0.1,0.71,12.6
48.0,513.0,17.9,1.7,0.306,7.2
72.2,151.0,68.6,0.1,0.693,14.6
51.4,282.0,14.3,1.6,0.261,2.9
49.6,46.0,16.4,12.5,0.5823099263112267,11.219255733448723
69.7,28.0,48.2,2.0,0.6679999999999999,12.6
68.0,27.0,48.6,0.2,0.636,13.8
66.8,221.0,18.7,0.1,0.625,11.4
57.7,323.0,28.6,4.3,0.363,2.9
57.6,278.0,22.0,1.8,0.444,9.1
69.4,195.0,6.2,0.1,0.7140000000000001,14.9
74.8,145.0,42.0,0.1,0.773,14.7
76.0,139.0,32.9,0.1,0.5823099263112267,11.219255733448723
45.7,512.0,17.9,12.0,0.315,5.7
68.4,172.0,16.9,0.2,0.529,12.0
79.4,79.0,27.7,0.1,0.5823099263112267,11.219255733448723
74.8,145.0,54.0,0.1,0.642,11.7
65.2,26.0,14.4,0.3,0.546,9.9
77.7,78.0,41.2,0.1,0.8640000000000001,14.9
65.7,222.0,46.0,0.2,0.622,14.4
62.1,243.0,13.6,0.4,0.41700000000000004,7.5
68.2,175.0,64.7,0.1,0.625,11.0
74.6,128.0,38.5,0.1,0.779,12.9
76.2,125.0,51.1,0.1,0.7440000000000001,12.9
58.0,399.0,3.8,6.8,0.488,10.4
72.3,127.0,56.3,0.1,0.7170000000000001,13.2
82.2,64.0,67.0,0.1,0.919,16.3
62.0,347.0,5.3,3.7,0.66,13.0
76.4,11.0,53.5,0.1,0.7959999999999999,13.7
71.5,168.0,4.6,0.1,0.632,12.2
72.4,124.0,26.8,0.4,0.621,12.4
55.0,339.0,2.9,5.9,0.5870000000000001,9.0
73.0,152.0,22.1,0.8,0.562,11.0
60.0,339.0,17.2,4.6,0.47700000000000004,10.0
81.6,68.0,65.3,0.1,0.907,15.9
73.2,189.0,56.7,0.1,0.7829999999999999,12.2
62.1,263.0,2.1,3.0,0.536,11.1
74.2,85.0,69.0,0.1,0.792,13.4
64.1,235.0,36.4,0.1,0.483,8.4
73.7,13.0,6.2,0.1,0.0,14.2
48.4,43.0,14.8,5.1,0.284,5.4
69.2,154.0,45.3,0.1,0.682,10.7
72.4,143.0,63.8,0.1,0.73,13.4
73.6,157.0,45.1,0.3,0.675,12.5
75.6,16.0,51.8,0.1,0.797,13.5
85.0,75.0,61.9,0.1,0.8909999999999999,15.8
58.6,281.0,16.2,0.1,0.434,8.9
58.1,279.0,25.0,4.5,0.415,9.1
72.7,16.0,5.3,0.1,0.7120000000000001,13.3
54.2,382.0,24.9,6.7,0.466,8.8
61.2,263.0,26.1,1.3,0.5539999999999999,10.9
79.6,94.0,59.4,0.1,0.8759999999999999,17.1
54.7,355.0,17.9,5.2,0.428,9.9
75.6,77.0,57.6,0.1,0.813,14.4
66.0,196.0,23.2,0.3,0.474,8.7
73.3,159.0,49.4,0.1,0.7,13.5
67.5,278.0,56.6,0.3,0.769,13.9
77.2,19.0,53.8,0.1,0.7190000000000001,14.2
76.0,116.0,24.7,0.1,0.5823099263112267,11.219255733448723
73.1,126.0,53.2,0.1,0.0,11.8
66.6,198.0,27.7,0.5,0.546,10.6
73.0,22.0,46.1,2.3,0.665,12.4
82.3,64.0,31.7,0.1,0.5823099263112267,11.219255733448723
74.2,14.0,52.2,0.1,0.6829999999999999,13.9
86.0,74.0,65.4,0.1,0.86,17.1
65.0,242.0,19.5,0.7,0.415,6.4
73.6,142.0,48.4,0.1,0.7509999999999999,15.8
77.5,118.0,56.3,0.1,0.773,12.9
62.2,241.0,22.1,0.2,0.479,10.6
51.1,344.0,19.0,0.9,0.5823099263112267,11.219255733448723
65.6,27.0,2.5,0.5,0.526,9.1
69.0,218.0,45.3,0.4,0.607,11.3
73.5,178.0,56.1,0.2,0.6779999999999999,13.2
81.8,6.0,63.8,0.1,0.889,15.9
81.5,83.0,61.1,0.1,0.885,16.1
73.4,97.0,63.1,0.1,0.787,13.0
61.9,261.0,16.7,0.6,0.483,9.1
53.4,397.0,14.9,7.7,0.371,8.2
75.1,15.0,58.5,0.1,0.7390000000000001,12.9
72.7,112.0,57.9,0.1,0.0,14.9
72.3,196.0,62.3,0.1,0.7979999999999999,15.6
68.3,237.0,49.1,0.1,0.5823099263112267,11.219255733448723
56.0,283.0,13.9,1.6,0.255,2.9
63.5,185.0,17.9,0.1,0.465,5.6
67.11146523178809,182.8331953642384,79.3,0.1,0.5823099263112267,0.0
68.5,172.0,65.8,0.1,0.629,11.4
69.6,139.0,15.2,0.1,0.5770000000000001,11.3
72.7,166.0,53.6,0.9,0.6970000000000001,12.9
67.7,254.0,54.9,0.1,0.6809999999999999,13.3
53.7,484.0,32.6,9.3,0.495,10.7
62.5,224.0,11.4,0.3,0.489,8.3
72.9,136.0,48.9,0.1,0.68,12.0
75.7,13.0,59.4,0.1,0.738,12.5
67.5,183.0,15.9,0.2,0.502,10.5
68.8,184.0,42.2,0.1,0.6729999999999999,12.0
73.0,135.0,53.9,0.1,0.73,13.2
75.9,128.0,16.7,0.1,0.675,12.5
73.6,138.0,9.6,0.1,0.5760000000000001,10.6
67.9,178.0,63.6,0.1,0.617,10.7
75.5,123.0,55.6,0.1,0.737,13.4
72.6,141.0,47.4,0.1,0.644,11.1
74.3,147.0,43.0,0.1,0.7170000000000001,12.7
63.5,238.0,4.0,0.1,0.0,10.3
46.6,554.0,13.0,11.6,0.382,9.8
64.3,268.0,32.5,4.7,0.612,11.5
68.9,167.0,17.4,0.2,0.5379999999999999,12.3
71.7,133.0,54.0,0.1,0.7,12.6
58.5,343.0,13.1,1.9,0.0,4.4
74.4,111.0,49.2,0.1,0.775,15.3
71.7,163.0,53.2,0.1,0.6459999999999999,12.0
75.2,142.0,43.2,0.1,0.7859999999999999,14.4
75.5,83.0,59.7,0.1,0.774,14.8
63.9,224.0,16.4,0.5,0.465,7.9
69.6,181.0,45.7,0.1,0.6990000000000001,12.8
57.5,36.0,2.7,4.6,0.5823099263112267,11.219255733448723
79.0,172.0,39.1,0.1,0.625,11.6
72.3,15.0,69.4,0.1,0.6940000000000001,14.6
66.1,227.0,21.4,0.4,0.493,10.8
57.3,296.0,2.3,2.9,0.40399999999999997,7.6
53.2,45.0,19.7,12.6,0.37200000000000005,8.8
56.2,344.0,2.4,4.8,0.441,10.1
51.1,527.0,29.7,13.4,0.46399999999999997,10.9
52.1,3.0,17.4,3.1,0.0,6.4
55.3,37.0,15.4,7.1,0.38799999999999996,8.8
71.2,211.0,54.6,0.1,0.7909999999999999,15.4
67.7,219.0,48.3,1.8,0.0,11.0
69.2,197.0,59.5,0.1,0.7090000000000001,14.7
51.9,383.0,35.43532608695652,3.9,0.0,0.0
78.7,83.0,58.0,0.1,0.8009999999999999,14.2
78.1,14.0,55.4,0.1,0.754,16.0
69.5,175.0,54.2,0.1,0.636,11.5
71.4,154.0,45.4,0.5,0.674,13.5
52.5,336.0,16.9,3.0,0.322,5.1
61.1,251.0,31.7,0.1,0.444,7.9
59.7,32.0,29.8,11.0,0.638,12.3
62.5,29.0,28.8,1.2,0.491,7.8
57.5,279.0,16.6,1.0,0.365,6.3
69.7,187.0,39.3,0.7,0.76,12.4
44.6,717.0,27.5,30.3,0.406,9.3
78.0,149.0,48.2,0.1,0.589,10.7
53.8,498.0,43.6,29.5,0.609,12.9
54.3,314.0,16.9,2.0,0.5823099263112267,11.219255733448723
65.5,26.0,75.7,0.1,0.585,11.9
